"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","intro","joaff3","joaff4","joagg3","joagg4","joinc3","joinc4","jonon3","jorew2","jorew3","joself3","josex2","josex3","imgaff5","imgagg5","imginc5","imgnon4","imgnon5","imgrew4","imgrew5","imgself4","imgself5","imgsex4","imgsex5","vidaff1","vidaff2","vidagg1","vidagg2","vidinc1","vidinc2","vidnon2","vidrew1","vidrew2","vidsex1","vidself2","vidnon1","attention_check","cheerfulness_4","measure_25","measure_26","measure_27","measure_28","measure_29","measure_30","measure_31","measure_32","measure_33","measure_34","measure_35","measure_36","measure_37","measure_38","measure_39","measure_40","measure_41","gender","age","techissues","vidaudCHECK","comment"
"2021-02-21 02:15:43","2021-02-21 02:22:51","0","IP-0.579147375177648","61","428","0","2021-02-21 06:22:56","ID-0.482853992337609","","","","","anonymous","EN","4","6","5","5","7","3","5","5","5","4","5","5","7","5","3","5","1","2","4","5","6","4","5","6","5","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-21 06:04:19","2021-02-21 06:23:25","0","IP-0.0608161550165376","100","1145","1","2021-02-21 06:23:25","ID-1.50350652531222","","","","","anonymous","EN","4","5","6","6","6","2","4","6","7","7","7","3","5","6","6","7","4","3","5","5","7","5","5","5","5","7","7","7","3","4","7","6","3","6","6","2","2","1","2","4","2","1","1","3","1","3","1","1","1","3","2","2","1","3","1","5","29","1","1",""
"2021-02-21 06:26:01","2021-02-21 06:37:31","0","IP-1.00214772560181","100","689","1","2021-02-21 06:37:31","ID-0.779235952454556","","","","","anonymous","EN","4","2","3","3","4","2","2","2","3","3","4","5","2","2","4","2","1","1","1","5","5","3","1","2","6","1","2","4","4","2","4","4","2","2","4","1","2","2","3","2","4","2","2","2","3","1","2","2","3","1","4","3","2","2","2","5","30","1","1",""
"2021-02-21 06:28:01","2021-02-21 06:38:45","0","IP0.189507386187","100","644","1","2021-02-21 06:38:46","ID1.23054077268666","","","","","anonymous","EN","4","5","5","2","4","3","3","2","1","4","3","6","5","1","2","4","2","2","2","3","3","2","5","6","4","2","5","3","2","4","6","2","4","5","3","2","2","2","2","3","2","2","1","4","2","2","1","3","2","3","2","2","2","3","2","5","21","1","1",""
"2021-02-21 06:30:36","2021-02-21 06:42:51","0","IP-0.213468072693041","100","734","1","2021-02-21 06:42:51","ID-2.88853915521336","","","","","anonymous","EN","4","4","5","4","1","2","5","4","4","4","5","5","3","2","4","3","1","6","2","4","5","3","3","4","6","2","2","1","2","2","7","5","2","2","5","1","2","1","2","3","2","1","1","3","2","2","1","2","3","3","2","2","1","3","1","4","63","1","1","I remembered some of them from last time so I didn't find them as funny, I don't think."
"2021-02-21 06:37:19","2021-02-21 06:47:51","0","IP-0.351418186901561","100","631","1","2021-02-21 06:47:52","ID-0.858627697575651","","","","","anonymous","EN","4","2","6","6","4","2","3","1","4","5","5","5","4","1","6","4","1","2","3","4","7","4","4","6","1","4","2","2","2","6","4","2","6","3","2","1","2","2","3","3","3","1","2","3","4","1","2","2","3","2","3","3","2","2","1","4","24","1","1",""
"2021-02-21 06:53:41","2021-02-21 07:05:41","0","IP-0.339357095063888","100","720","1","2021-02-21 07:05:41","ID0.430595224625283","","","","","anonymous","EN","4","1","2","5","1","2","2","5","3","6","2","5","2","3","2","5","1","1","5","5","5","1","2","5","1","1","5","2","1","1","7","1","1","5","6","1","2","2","3","3","3","2","1","3","3","3","1","2","4","3","2","2","3","3","3","5","25","1","1",""
"2021-02-21 06:56:39","2021-02-21 07:07:10","0","IP0.553449792982333","100","631","1","2021-02-21 07:07:10","ID0.645758260481498","","","","","anonymous","EN","4","2","2","3","2","2","4","1","2","1","4","1","2","4","2","3","1","2","1","3","3","4","2","1","4","2","4","1","2","1","5","1","2","3","2","1","2","3","2","2","3","3","4","1","2","2","3","1","2","1","2","2","3","1","3","4","32","1","1",""
"2021-02-21 07:12:31","2021-02-21 07:25:20","0","IP-0.735187398185828","100","769","1","2021-02-21 07:25:20","ID-0.0819427147327673","","","","","anonymous","EN","4","1","1","3","4","1","1","2","1","1","6","5","4","6","5","4","1","5","6","7","7","5","6","1","3","2","5","6","3","2","7","2","7","7","1","4","2","1","2","4","2","1","1","1","1","2","1","3","4","4","2","3","1","4","1","4","27","1","1",""
"2021-02-21 07:29:38","2021-02-21 07:43:19","0","IP0.0256335688261397","100","820","1","2021-02-21 07:43:19","ID-0.084529284251543","","","","","anonymous","EN","4","2","2","1","4","2","1","2","5","2","2","2","1","2","3","5","1","1","1","1","2","1","2","4","5","3","6","1","1","1","7","4","1","4","4","1","2","3","3","1","4","3","3","1","3","2","2","1","3","1","4","3","3","1","3","5","50","1","1",""
"2021-02-21 07:59:59","2021-02-21 08:10:52","0","IP-0.128701518827377","100","653","1","2021-02-21 08:10:53","ID1.2330359553364","","","","","anonymous","EN","4","4","5","1","2","2","1","5","5","2","2","1","3","6","3","4","5","1","5","6","6","6","4","3","3","1","6","1","1","2","5","6","1","6","1","1","2","2","2","2","2","1","2","3","2","2","1","1","1","3","3","3","1","2","1","4","23","1","1",""
"2021-02-21 08:21:17","2021-02-21 08:33:34","0","IP-0.395590607373174","100","736","1","2021-02-21 08:33:34","ID1.0235055022564","","","","","anonymous","EN","4","2","5","2","3","5","2","1","5","5","6","2","2","2","2","5","2","2","1","1","4","2","5","1","6","1","2","1","2","1","6","2","2","5","1","2","2","2","2","3","3","1","2","3","2","3","1","2","1","3","2","3","2","2","1","4","40","1","1",""
"2021-02-21 08:53:22","2021-02-21 09:04:02","0","IP0.179550763115542","100","640","1","2021-02-21 09:04:03","ID-1.04943905578825","","","","","anonymous","EN","4","3","4","1","2","1","3","1","2","4","2","3","2","1","6","6","1","1","3","2","6","5","6","3","1","1","2","1","1","1","4","2","5","5","3","1","2","2","3","3","3","2","2","4","3","3","1","3","3","3","3","3","3","2","1","4","35","1","1","Good luck with your research"
"2021-02-21 08:58:42","2021-02-21 09:16:07","0","IP-0.0474862516695455","100","1045","1","2021-02-21 09:16:07","ID0.383281932707683","","","","","anonymous","EN","4","5","3","3","5","1","7","6","5","3","6","3","1","2","7","7","1","5","7","7","7","4","1","3","5","2","7","1","1","7","7","7","7","6","7","5","2","2","4","1","4","3","2","3","4","4","2","1","4","3","4","4","2","1","3","4","24","1","1","None"
"2021-02-21 09:05:30","2021-02-21 09:16:19","0","IP-1.14253176239404","100","649","1","2021-02-21 09:16:20","ID-1.54396442536863","","","","","anonymous","EN","4","1","6","1","1","4","4","1","4","6","5","2","5","2","1","7","1","1","1","5","4","3","2","2","7","1","2","1","2","1","6","4","4","6","3","1","2","1","1","4","2","1","1","3","2","3","1","2","3","3","2","2","1","2","1","4","46","1","1",""
"2021-02-21 09:19:55","2021-02-21 09:34:41","0","IP0.208781666530765","100","886","1","2021-02-21 09:34:41","ID-0.546437058990414","","","","","anonymous","EN","4","1","4","2","1","5","1","1","3","4","4","1","4","1","1","6","1","1","1","2","3","4","2","4","1","1","1","1","2","4","7","1","3","6","6","1","2","3","4","2","4","2","3","3","2","1","2","1","2","3","4","4","3","1","1","4","58","1","1",""
"2021-02-21 09:25:09","2021-02-21 09:40:40","0","IP1.81069321982613","100","931","1","2021-02-21 09:40:40","ID-0.693856474590021","","","","","anonymous","EN","4","2","2","3","1","6","4","5","2","2","5","3","6","2","5","5","2","3","4","3","3","2","2","3","5","1","4","6","5","2","7","3","2","4","6","4","2","1","3","3","3","1","1","3","1","2","1","3","4","4","1","4","1","3","1","5","31","1","1",""
"2021-02-21 09:04:32","2021-02-21 09:59:04","0","IP-0.616067942277927","100","3272","1","2021-02-21 09:59:05","ID0.655280901383026","","","","","anonymous","EN","4","4","3","3","2","2","3","4","2","3","2","2","2","4","4","3","4","4","5","3","4","1","3","4","5","2","6","1","4","5","3","2","3","3","2","7","2","3","1","2","2","2","2","3","2","2","2","1","1","2","1","3","2","2","2","5","23","1","1",""
"2021-02-21 09:52:16","2021-02-21 10:01:40","0","IP1.80709862222511","100","563","1","2021-02-21 10:01:40","ID0.216398847118208","","","","","anonymous","EN","4","5","2","4","4","2","2","5","4","6","5","4","4","5","4","5","5","2","6","5","6","3","5","6","3","2","6","2","6","4","4","5","4","4","5","6","2","2","3","3","3","2","2","3","3","3","2","2","2","2","3","3","2","2","2","5","21","1","1","n/a"
"2021-02-21 09:31:48","2021-02-21 10:05:05","0","IP0.350767935149588","100","1997","1","2021-02-21 10:05:06","ID0.394445094880062","","","","","anonymous","EN","4","1","2","2","2","1","2","1","2","3","2","4","4","4","4","3","1","1","1","5","4","4","4","5","4","1","5","4","3","1","5","4","5","6","5","2","2","3","3","2","3","3","3","2","3","1","2","2","3","2","3","3","2","2","3","4","59","1","1","none"
"2021-02-21 10:04:26","2021-02-21 10:14:15","0","IP0.556746849827225","100","589","1","2021-02-21 10:14:16","ID0.561361640152475","","","","","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","3","1","3","1","1","1","1","4","1","5","1","1","2","2","2","2","3","2","2","2","2","1","2","2","2","1","2","2","2","1","2","4","29","1","1",""
"2021-02-21 10:12:04","2021-02-21 10:23:36","0","IP-0.295462814841443","100","692","1","2021-02-21 10:23:37","ID1.14597124361301","","","","","anonymous","EN","4","1","2","5","5","1","2","6","4","2","1","1","3","1","3","5","1","1","2","1","5","1","1","2","1","3","4","1","1","2","4","3","4","6","4","2","2","1","1","3","1","1","1","2","1","2","1","2","2","1","1","1","1","3","1","4","48","1","1",""
"2021-02-21 10:18:54","2021-02-21 10:33:38","0","IP-0.63817288142874","100","884","1","2021-02-21 10:33:39","ID1.30782288144454","","","","","anonymous","EN","4","1","1","7","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","4","1","7","7","1","1","1","1","1","7","5","1","7","3","3","","1","1","4","2","1","1","4","3","3","1","4","4","4","2","3","1","4","1","4","23","1","1",""
"2021-02-21 10:27:18","2021-02-21 10:36:35","0","IP0.5197650938466","100","557","1","2021-02-21 10:36:36","ID-1.41045934636119","","","","","anonymous","EN","4","2","3","1","2","4","1","5","4","3","3","3","1","4","5","3","2","4","5","5","4","2","2","2","4","2","5","3","3","2","5","2","5","3","3","1","2","2","3","3","3","1","1","3","3","3","2","3","3","3","3","3","1","3","2","5","27","1","1",""
"2021-02-21 10:27:10","2021-02-21 10:37:45","0","IP-0.420095426805095","100","635","1","2021-02-21 10:37:45","ID-1.10829438747589","","","","","anonymous","EN","4","1","2","2","2","2","3","4","3","4","2","1","2","1","1","3","1","1","1","2","4","3","1","1","2","1","4","1","1","4","3","2","3","4","3","2","2","3","3","2","4","3","3","2","3","3","3","1","3","2","4","4","3","2","3","4","40","1","1",""
"2021-02-21 04:53:19","2021-02-21 06:53:36","0","IP1.33895768233343","67","7216","0","2021-02-21 10:53:37","ID0.712744369470271","","","","","anonymous","EN","4","1","2","2","1","3","1","1","1","1","2","6","2","2","5","5","2","2","2","2","5","3","5","5","3","2","5","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-21 10:50:08","2021-02-21 11:01:39","0","IP-1.54678953681587","100","690","1","2021-02-21 11:01:39","ID0.183515423909963","","","","","anonymous","EN","4","4","1","2","5","1","1","5","2","5","1","5","1","2","2","3","1","1","3","6","5","4","2","2","6","1","5","6","5","4","5","6","4","3","4","3","2","1","2","3","1","1","1","3","2","2","1","1","3","3","3","2","1","2","1","5","32","1","1",""
"2021-02-21 10:50:13","2021-02-21 11:04:01","0","IP-1.02140614837994","100","827","1","2021-02-21 11:04:02","ID-0.208399120957869","","","","","anonymous","EN","4","3","5","1","7","6","2","7","6","7","7","5","6","6","6","7","4","5","2","7","7","6","1","4","2","1","7","2","1","1","6","4","1","5","3","2","2","4","3","3","4","3","3","2","3","3","3","2","3","2","3","3","3","2","3","4","32","1","1",""
"2021-02-21 11:27:28","2021-02-21 11:39:10","0","IP0.960513202744402","100","701","1","2021-02-21 11:39:10","ID-2.39423833975286","","","","","anonymous","EN","4","3","5","3","1","5","2","1","6","5","7","3","5","5","5","5","1","1","6","7","6","5","4","6","6","3","6","3","5","6","5","3","6","6","6","1","2","2","2","2","1","1","1","3","2","3","1","1","3","3","3","3","1","2","1","4","24","1","1",""
"2021-02-21 11:30:26","2021-02-21 11:41:46","0","IP-0.249087362609516","100","679","1","2021-02-21 11:41:46","ID-1.33172873502514","","","","","anonymous","EN","4","2","5","2","1","5","3","1","4","5","5","2","3","1","1","4","1","2","2","2","5","2","1","3","5","2","4","2","1","2","5","4","1","2","1","2","2","1","2","3","2","1","1","4","3","4","1","2","3","3","1","3","3","3","1","4","54","2","1","I got bumped out the study and had to start over"
"2021-02-21 11:50:59","2021-02-21 12:07:30","0","IP-0.532088575089129","100","991","1","2021-02-21 12:07:30","ID1.2216795754994","","","","","anonymous","EN","4","4","4","3","4","3","4","2","5","5","5","5","2","6","5","5","6","3","4","6","6","6","5","3","5","2","5","6","2","2","7","2","5","6","2","2","3","2","2","2","3","3","2","2","3","2","3","1","2","2","3","3","2","2","3","4","34","1","1",""
"2021-02-21 12:02:23","2021-02-21 12:13:53","0","IP-0.672177464762607","100","690","1","2021-02-21 12:13:54","ID-1.34327489601156","","","","","anonymous","EN","4","1","3","1","1","4","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","7","1","7","1","1","1","1","1","3","1","1","3","3","1","2","1","1","2","1","1","1","1","1","1","1","1","3","2","1","2","1","1","1","5","36","1","1",""
"2021-02-21 12:01:29","2021-02-21 12:17:31","0","IP1.4822365202521","100","962","1","2021-02-21 12:17:32","ID-0.342012815836681","","","","","anonymous","EN","4","3","3","1","4","1","5","5","4","6","6","5","4","3","2","7","1","1","1","5","5","4","1","1","3","1","1","1","5","7","6","1","4","4","5","4","2","1","3","3","3","1","2","3","3","1","1","2","3","3","3","2","1","3","1","4","24","1","1","Sometimes things are funny because they were when i was younger- like the brother bear clip."
"2021-02-21 12:31:16","2021-02-21 12:43:54","0","IP-1.34207170616733","100","758","1","2021-02-21 12:43:54","ID-0.460316415788139","","","","","anonymous","EN","4","1","4","1","1","2","3","6","6","2","4","7","4","6","4","3","6","2","5","4","5","2","2","5","5","2","5","3","1","3","7","4","4","3","3","5","3","1","2","3","2","1","1","3","2","3","1","3","3","3","1","4","1","3","1","5","23","1","1",""
"2021-02-21 12:34:40","2021-02-21 13:05:14","0","IP1.67718801726958","100","1833","1","2021-02-21 13:05:14","ID-1.30280141256535","","","","","anonymous","EN","4","1","1","4","1","4","1","1","4","5","4","4","1","5","5","2","1","1","1","6","3","4","4","4","5","1","6","5","1","4","6","5","1","3","4","1","","2","3","2","3","2","2","3","1","2","2","2","2","2","3","2","2","2","3","4","31","1","1",""
"2021-02-21 13:08:47","2021-02-21 13:21:08","0","IP-0.953452764483575","100","741","1","2021-02-21 13:21:08","ID1.14324904885335","","","","","anonymous","EN","4","5","5","7","7","5","7","2","7","7","7","7","5","1","7","6","1","5","5","5","7","5","7","7","7","5","1","1","5","1","7","7","5","5","7","1","2","1","2","3","2","1","1","2","1","1","1","2","2","2","2","2","1","2","1","4","30","1","1",""
"2021-02-21 13:27:45","2021-02-21 13:37:54","0","IP-1.41601559120305","100","608","1","2021-02-21 13:37:54","ID0.162174145802075","","","","","anonymous","EN","4","4","2","3","1","2","3","3","4","2","5","6","3","5","5","4","4","2","6","6","6","4","4","5","5","4","6","5","2","4","6","6","6","6","6","5","2","2","2","3","3","2","3","3","2","2","2","2","2","3","2","2","2","2","3","4","21","1","1",""
"2021-02-21 13:23:35","2021-02-21 13:45:51","0","IP-1.49730142482181","100","1335","1","2021-02-21 13:45:51","ID-2.51053818406994","","","","","anonymous","EN","4","1","1","1","4","1","2","2","1","1","4","3","1","4","3","5","2","3","4","2","3","3","3","4","1","1","1","1","2","1","2","1","3","1","1","1","2","2","4","3","4","3","2","3","1","4","2","1","4","2","3","2","1","2","3","4","25","1","1",""
"2021-02-21 14:12:56","2021-02-21 14:25:23","0","IP0.567823564974251","100","747","1","2021-02-21 14:25:23","ID-0.99490956225269","","","","","anonymous","EN","4","2","5","2","7","2","2","1","6","5","2","6","5","1","4","3","1","1","2","5","5","3","6","5","4","1","5","4","2","1","6","6","1","6","7","1","2","3","3","2","1","3","2","2","1","1","3","1","4","2","3","4","1","1","2","5","54","1","1",""
"2021-02-21 14:34:06","2021-02-21 14:47:56","0","IP0.712363034344547","100","830","1","2021-02-21 14:47:57","ID-0.578213287398588","","","","","anonymous","EN","4","2","2","2","2","2","2","2","4","2","2","5","1","2","2","2","1","5","1","4","5","2","4","3","2","2","1","1","1","3","1","1","1","1","1","1","2","3","3","1","3","4","4","3","3","1","4","1","3","1","3","4","3","2","2","5","43","2","1",""
"2021-02-21 14:52:21","2021-02-21 15:04:27","0","IP-0.189044598713239","100","726","1","2021-02-21 15:04:27","ID0.491487927351829","","","","","anonymous","EN","4","3","3","5","5","3","5","1","3","5","5","6","2","3","6","6","1","2","1","6","5","4","6","6","2","2","4","2","2","1","1","2","1","3","2","2","2","1","2","2","1","2","2","2","2","2","1","1","2","2","1","2","2","2","2","5","39","1","1",""
"2021-02-21 15:15:44","2021-02-21 15:26:10","0","IP-1.93789746526587","100","625","1","2021-02-21 15:26:10","ID0.697473351835086","","","","","anonymous","EN","4","3","1","1","2","1","4","1","2","5","5","5","4","4","6","5","1","1","5","7","5","7","7","6","3","1","1","2","2","4","5","7","2","5","6","1","2","2","3","3","3","2","2","2","3","2","1","2","2","2","3","3","2","3","2","4","32","1","1",""
"2021-02-21 11:24:00","2021-02-21 11:28:39","0","IP-1.43271266970058","48","278","0","2021-02-21 15:28:42","ID2.35822347805425","","","","","anonymous","EN","4","2","5","3","3","4","","2","5","","5","4","","","1","5","1","5","2","2","6","2","3","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-21 16:31:20","2021-02-21 16:42:33","0","IP0.3553203055736","100","672","1","2021-02-21 16:42:33","ID0.633485874988969","","","","","anonymous","EN","4","3","3","2","3","2","2","2","2","4","5","6","3","4","6","3","1","4","5","6","3","3","5","2","2","2","4","5","5","2","6","1","2","6","3","1","2","1","2","3","2","1","1","3","2","3","3","3","2","3","2","3","1","2","1","4","42","1","1",""
"2021-02-21 17:08:58","2021-02-21 17:18:15","0","IP0.469485061237159","100","556","1","2021-02-21 17:18:15","ID1.37774487027866","","","","","anonymous","EN","4","3","4","4","3","3","2","6","6","7","6","2","4","6","4","6","6","1","2","5","7","4","3","2","5","1","7","1","1","6","7","2","7","6","6","7","2","2","1","3","1","1","2","3","2","4","3","1","3","3","2","1","3","2","2","5","29","1","1",""
"2021-02-21 17:15:50","2021-02-21 17:26:51","0","IP-1.78995640439808","100","661","1","2021-02-21 17:26:52","ID1.28069719249094","","","","","anonymous","EN","4","2","1","1","1","1","1","3","1","1","1","2","1","6","2","1","5","1","7","1","1","1","1","3","1","1","1","1","2","4","2","1","1","1","2","3","2","1","2","2","3","1","1","3","3","1","1","2","3","3","1","1","1","1","1","4","19","1","1",""
"2021-02-21 19:20:27","2021-02-21 19:30:56","0","IP0.0469789703496449","100","629","1","2021-02-21 19:30:56","ID0.981543964222173","","","","","anonymous","EN","4","2","3","2","1","3","3","3","4","3","3","2","3","3","3","4","1","1","2","6","6","2","2","2","5","2","1","1","3","1","6","2","2","4","2","1","2","1","3","3","2","1","1","2","3","1","1","2","3","2","3","3","1","2","1","4","43","1","1",""
"2021-02-21 21:36:49","2021-02-21 21:47:26","0","IP0.972794223552713","100","636","1","2021-02-21 21:47:26","ID-0.734305673753511","","","","","anonymous","EN","4","2","3","3","3","1","2","2","3","2","4","2","3","1","4","2","3","1","2","2","3","1","3","5","2","3","5","2","2","1","6","2","1","4","6","2","2","1","2","2","1","1","2","4","2","3","1","2","4","4","2","2","1","2","2","5","45","1","1",""
"2021-02-21 23:49:42","2021-02-22 00:07:04","0","IP-0.32135639298674","100","1042","1","2021-02-22 00:07:04","ID0.464244339756339","","","","","anonymous","EN","4","7","7","7","7","7","4","4","7","7","7","7","7","6","7","7","1","4","7","6","7","7","7","7","6","5","6","6","7","5","7","6","6","7","6","7","2","3","4","3","4","3","1","1","2","2","2","1","4","1","4","2","1","2","3","4","29","1","1",""
"2021-02-22 00:12:44","2021-02-22 00:25:05","0","IP1.44341574475766","100","741","1","2021-02-22 00:25:05","ID0.675252833541429","","","","","anonymous","EN","4","6","2","2","7","3","7","2","7","6","5","7","5","6","2","1","1","1","1","7","6","6","3","5","6","1","3","1","4","1","7","7","1","7","1","1","2","1","2","3","4","1","1","2","3","3","1","1","2","3","2","2","1","2","1","4","28","1","1",""
"2021-02-22 01:15:22","2021-02-22 01:27:26","0","IP-0.514343586236363","100","724","1","2021-02-22 01:27:27","ID0.265164954798905","","","","","anonymous","EN","4","5","5","6","5","5","2","4","5","6","5","5","4","2","3","6","3","3","5","4","4","5","6","5","7","6","4","5","7","5","6","7","7","6","6","5","2","3","3","2","2","3","2","3","2","2","1","1","3","3","4","3","2","2","3","4","54","1","1",""
"2021-02-22 01:19:19","2021-02-22 01:30:17","0","IP0.108996703941798","100","657","1","2021-02-22 01:30:17","ID-0.1252301454522","","","","","anonymous","EN","4","1","1","1","1","1","1","1","1","1","2","3","1","1","4","2","1","1","2","4","5","2","3","4","5","3","3","5","6","1","3","3","5","5","4","1","2","2","3","2","3","1","3","3","2","2","1","1","2","2","2","3","2","2","1","4","27","1","1",""
"2021-02-22 01:30:14","2021-02-22 01:39:33","0","IP-0.533566730154338","100","559","1","2021-02-22 01:39:33","ID-0.271308868713795","","","","","anonymous","EN","4","2","4","5","4","3","5","1","3","4","5","4","1","3","4","4","1","1","4","4","5","4","4","4","4","3","3","3","4","3","5","3","5","4","5","1","2","2","3","3","4","2","2","2","3","2","2","2","3","2","3","3","1","2","3","5","27","1","1",""
"2021-02-22 01:34:28","2021-02-22 01:43:38","0","IP0.217544678421968","100","550","1","2021-02-22 01:43:39","ID-0.610795729627939","","","","","anonymous","EN","4","4","3","3","3","5","3","3","3","6","4","4","4","2","2","4","1","3","2","2","4","2","4","3","1","3","7","2","2","2","2","2","3","1","6","1","2","1","2","4","2","1","1","2","2","2","1","2","4","2","3","3","1","2","1","5","30","1","1",""
"2021-02-22 01:46:18","2021-02-22 01:58:56","0","IP-1.08755892253877","100","757","1","2021-02-22 01:58:56","ID1.14553761176811","","","","","anonymous","EN","4","6","2","4","6","1","4","4","5","2","6","6","3","1","5","2","1","3","5","6","6","5","6","6","6","6","7","2","3","1","6","6","2","6","6","6","","2","2","3","3","1","2","3","2","4","2","3","3","3","2","3","1","3","2","5","39","1","1",""
"2021-02-22 01:56:51","2021-02-22 02:17:16","0","IP0.570735138015425","100","1225","1","2021-02-22 02:17:16","ID-0.56658336706374","","","","","anonymous","EN","4","5","5","1","1","5","1","4","5","4","5","5","3","5","5","4","4","5","4","5","5","5","5","4","4","3","1","4","5","4","5","5","5","4","5","4","2","1","1","4","2","1","1","4","1","2","1","2","3","3","2","2","1","3","1","4","34","1","1",""
"2021-02-22 02:10:32","2021-02-22 02:23:27","0","IP0.110013872330982","100","775","1","2021-02-22 02:23:28","ID-0.499135435898535","","","","","anonymous","EN","4","3","1","1","2","4","6","2","5","6","1","2","3","2","5","4","1","1","1","4","3","1","4","4","6","1","2","1","2","2","2","4","2","2","4","4","2","4","3","1","1","4","3","1","1","1","3","1","2","1","3","2","3","2","4","5","62","1","1","None"
"2021-02-22 02:18:07","2021-02-22 02:34:31","0","IP-1.35799356935015","100","983","1","2021-02-22 02:34:31","ID-0.727177317895996","","","","","anonymous","EN","4","2","1","2","4","1","4","1","1","4","2","2","2","2","2","2","1","1","1","2","5","4","3","6","3","1","7","1","2","1","6","3","7","7","6","1","2","1","1","3","2","1","1","4","1","3","1","3","3","3","2","2","1","3","1","5","34","1","1","Love the old disney clip the most. Cant beat the classics. Also the graham norton clip was funny"
"2021-02-22 02:30:56","2021-02-22 02:46:19","0","IP1.1164100937955","100","922","1","2021-02-22 02:46:20","ID0.797159048315314","","","","","anonymous","EN","4","4","5","1","6","2","2","3","6","4","6","5","6","3","2","1","1","1","1","7","7","5","2","2","4","5","2","2","2","1","7","5","6","6","4","1","2","3","3","2","3","3","2","1","4","1","3","1","4","1","3","1","2","1","3","4","37","1","1",""
"2021-02-22 02:34:48","2021-02-22 02:47:24","0","IP2.11708192967566","100","756","1","2021-02-22 02:47:24","ID-0.280529627067686","","","","","anonymous","EN","4","1","2","2","2","1","2","4","3","3","4","2","3","2","3","4","1","1","1","2","4","2","2","2","3","2","5","3","3","1","2","1","2","3","3","2","2","3","3","1","3","3","2","2","3","2","4","1","3","1","3","3","4","1","3","5","44","2","1",""
"2021-02-22 02:32:07","2021-02-22 02:47:57","0","IP-0.532049764069572","100","949","1","2021-02-22 02:47:57","ID-0.0968774467080383","","","","","anonymous","EN","4","2","2","1","1","2","1","1","2","3","3","3","2","1","2","3","1","2","2","6","1","1","2","2","4","1","3","2","5","2","7","4","2","7","1","1","2","2","2","2","4","2","2","3","3","3","2","2","2","2","3","3","3","2","3","4","34","1","1",""
"2021-02-22 02:53:52","2021-02-22 03:05:09","0","IP-0.370541303999056","100","677","1","2021-02-22 03:05:09","ID0.535644361087967","","","","","anonymous","EN","4","4","5","1","1","1","1","3","3","4","7","6","2","7","7","6","1","6","7","3","7","6","7","5","7","2","2","3","6","2","7","7","6","7","6","1","2","2","2","3","4","1","1","3","2","2","1","2","2","3","2","4","1","3","1","4","33","1","1",""
"2021-02-22 03:09:52","2021-02-22 03:21:30","0","IP-0.0601385382831386","100","697","1","2021-02-22 03:21:31","ID-0.812603194151201","","","","","anonymous","EN","4","2","2","1","2","2","1","1","4","2","6","1","2","1","1","5","1","2","1","5","6","3","1","3","1","2","2","3","1","1","7","1","6","6","6","1","2","3","4","2","4","2","3","3","3","2","2","1","3","2","3","2","3","1","3","4","54","1","1","Still, that poor poor dog - teasing it with the sausages is awful."
"2021-02-22 03:26:42","2021-02-22 03:37:26","0","IP-0.061469326101089","100","643","1","2021-02-22 03:37:26","ID0.305422965356236","","","","","anonymous","EN","4","2","1","5","3","2","3","5","1","3","3","2","4","1","3","7","1","1","1","3","2","2","3","5","5","2","7","5","3","2","7","5","3","7","7","1","2","3","4","1","4","4","4","1","4","1","4","1","3","2","4","4","4","1","4","5","47","1","1",""
"2021-02-22 03:32:26","2021-02-22 03:43:34","0","IP0.260571709294279","100","667","1","2021-02-22 03:43:34","ID2.22739866457665","","","","","anonymous","EN","4","3","5","4","4","1","2","2","4","6","5","2","5","2","6","3","2","3","4","3","5","4","3","5","3","2","6","1","3","4","4","5","2","1","4","3","2","2","3","2","3","2","2","2","3","2","2","2","1","2","3","2","2","2","2","4","20","1","1","Nope :)"
"2021-02-22 03:36:41","2021-02-22 03:46:25","0","IP-0.306325370380042","100","584","1","2021-02-22 03:46:25","ID1.29731329961448","","","","","anonymous","EN","4","3","2","1","1","1","1","1","1","5","4","4","4","1","2","5","1","1","1","5","4","3","4","1","2","1","1","1","2","1","3","2","1","5","1","1","2","3","3","2","3","2","3","3","1","1","2","1","3","2","3","3","3","2","2","4","21","1","1",""
"2021-02-22 03:38:20","2021-02-22 03:48:43","0","IP-0.877803813988763","100","622","1","2021-02-22 03:48:43","ID1.58616984071051","","","","","anonymous","EN","4","3","4","3","3","2","3","5","5","6","5","3","3","2","5","4","3","2","6","5","5","4","3","4","5","2","2","2","5","4","5","4","2","5","3","1","2","1","1","3","3","1","1","2","1","4","1","2","3","3","2","3","1","3","1","4","24","1","1",""
